Model,MSO2024
Firmware Version,1.35

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,48.99900% to 51.00%,48.99900% to 51.00%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,5
Label,,
TIME,CH1,CH2
8.81000e-07,-0.06,0.3
8.82000e-07,-0.06,0.3
8.83000e-07,-0.06,0.3
8.84000e-07,-0.06,0.3
8.85000e-07,-0.06,0.3
8.86000e-07,-0.06,0.5
8.87000e-07,-0.02,0.3
8.88000e-07,-0.06,0.3
8.89000e-07,-0.02,0.5
8.90000e-07,-0.06,0.5
8.91000e-07,-0.02,0.3
8.92000e-07,-0.06,0.3
8.93000e-07,-0.02,0.3
8.94000e-07,-0.06,0.3
8.95000e-07,-0.06,0.3
8.96000e-07,-0.06,0.3
8.97000e-07,-0.02,0.3
8.98000e-07,-0.06,0.3
8.99000e-07,-0.02,0.3
9.00000e-07,-0.06,0.3
9.01000e-07,-0.02,0.3
9.02000e-07,-0.06,0.3
9.03000e-07,-0.02,0.3
9.04000e-07,-0.06,0.3
9.05000e-07,-0.02,0.3
9.06000e-07,-0.06,0.5
9.07000e-07,-0.02,0.3
9.08000e-07,-0.06,0.5
9.09000e-07,-0.02,0.3
9.10000e-07,-0.06,0.5
9.11000e-07,-0.02,0.3
9.12000e-07,-0.06,0.3
9.13000e-07,-0.02,0.3
9.14000e-07,-0.06,0.5
9.15000e-07,-0.02,0.3
9.16000e-07,-0.06,0.5
9.17000e-07,-0.02,0.3
9.18000e-07,-0.06,0.5
9.19000e-07,-0.02,0.3
9.20000e-07,-0.06,0.3
9.21000e-07,-0.02,0.3
9.22000e-07,-0.06,0.3
9.23000e-07,-0.02,0.3
9.24000e-07,-0.02,0.5
9.25000e-07,-0.02,0.3
9.26000e-07,-0.06,0.3
9.27000e-07,-0.02,0.3
9.28000e-07,-0.06,0.3
9.29000e-07,-0.02,0.3
9.30000e-07,-0.06,0.3
9.31000e-07,-0.06,0.3
9.32000e-07,-0.06,0.3
9.33000e-07,-0.02,0.3
9.34000e-07,-0.06,0.5
9.35000e-07,-0.02,0.3
9.36000e-07,-0.06,0.3
9.37000e-07,-0.02,0.3
9.38000e-07,-0.02,0.3
9.39000e-07,-0.02,0.3
9.40000e-07,-0.02,0.5
9.41000e-07,-0.02,0.3
9.42000e-07,-0.02,0.5
9.43000e-07,-0.02,0.3
9.44000e-07,-0.02,0.5
9.45000e-07,-0.02,0.3
9.46000e-07,-0.06,0.3
9.47000e-07,-0.02,0.3
9.48000e-07,-0.06,0.3
9.49000e-07,-0.02,0.3
9.50000e-07,-0.06,0.3
9.51000e-07,-0.02,0.3
9.52000e-07,-0.06,0.3
9.53000e-07,-0.02,0.3
9.54000e-07,-0.06,0.3
9.55000e-07,-0.02,0.3
9.56000e-07,-0.06,0.3
9.57000e-07,-0.02,0.3
9.58000e-07,-0.06,0.3
9.59000e-07,-0.02,0.3
9.60000e-07,-0.06,0.3
9.61000e-07,-0.02,0.3
9.62000e-07,-0.06,0.3
9.63000e-07,-0.02,0.3
9.64000e-07,-0.06,0.5
9.65000e-07,-0.02,0.3
9.66000e-07,-0.02,0.5
9.67000e-07,-0.02,0.3
9.68000e-07,-0.02,0.5
9.69000e-07,-0.02,0.3
9.70000e-07,-0.02,0.3
9.71000e-07,-0.02,0.3
9.72000e-07,-0.02,0.3
9.73000e-07,-0.02,0.3
9.74000e-07,-0.06,0.3
9.75000e-07,-0.02,0.5
9.76000e-07,-0.06,0.5
9.77000e-07,-0.02,0.5
9.78000e-07,-0.06,0.3
9.79000e-07,-0.02,0.3
9.80000e-07,-0.02,0.3
9.81000e-07,-0.02,0.3
9.82000e-07,-0.06,0.3
9.83000e-07,-0.02,0.3
9.84000e-07,-0.06,0.3
9.85000e-07,-0.02,0.3
9.86000e-07,-0.02,0.3
9.87000e-07,-0.02,0.3
9.88000e-07,-0.02,0.3
9.89000e-07,-0.02,0.3
9.90000e-07,-0.02,0.3
9.91000e-07,-0.02,0.3
9.92000e-07,-0.02,0.3
9.93000e-07,-0.02,0.3
9.94000e-07,-0.02,0.3
9.95000e-07,0.02,0.5
9.96000e-07,-0.02,0.3
9.97000e-07,0.02,0.3
9.98000e-07,-0.02,0.3
9.99000e-07,0.02,0.3
1.00000e-06,-0.02,0.5
1.00100e-06,0.02,0.3
1.00200e-06,-0.02,0.3
1.00300e-06,-0.02,0.3
1.00400e-06,-0.02,0.3
1.00500e-06,-0.02,0.3
1.00600e-06,-0.02,0.3
1.00700e-06,-0.02,0.5
1.00800e-06,-0.06,0.3
1.00900e-06,-0.02,0.3
1.01000e-06,-0.02,0.3
1.01100e-06,-0.02,0.3
1.01200e-06,-0.02,0.3
1.01300e-06,-0.02,0.5
1.01400e-06,-0.02,0.3
1.01500e-06,-0.02,0.3
1.01600e-06,-0.02,0.3
1.01700e-06,-0.02,0.3
1.01800e-06,-0.02,0.3
1.01900e-06,-0.02,0.3
1.02000e-06,-0.02,0.3
1.02100e-06,-0.02,0.3
1.02200e-06,-0.02,0.5
1.02300e-06,-0.02,0.3
1.02400e-06,-0.02,0.5
1.02500e-06,-0.02,0.3
1.02600e-06,-0.06,0.5
1.02700e-06,-0.02,0.3
1.02800e-06,-0.06,0.5
1.02900e-06,-0.02,0.3
1.03000e-06,-0.06,0.3
1.03100e-06,-0.02,0.3
1.03200e-06,-0.06,0.3
1.03300e-06,-0.02,0.3
1.03400e-06,-0.06,0.3
1.03500e-06,-0.02,0.3
1.03600e-06,-0.06,0.5
1.03700e-06,-0.02,0.3
1.03800e-06,-0.06,0.3
1.03900e-06,-0.02,0.3
1.04000e-06,-0.02,0.5
1.04100e-06,-0.02,0.5
1.04200e-06,-0.02,0.5
1.04300e-06,-0.02,0.5
1.04400e-06,-0.02,0.3
1.04500e-06,-0.02,0.3
1.04600e-06,-0.02,0.3
1.04700e-06,-0.02,0.3
1.04800e-06,-0.02,0.3
1.04900e-06,-0.02,0.5
1.05000e-06,-0.06,0.5
1.05100e-06,-0.02,0.3
1.05200e-06,-0.06,0.5
1.05300e-06,-0.02,0.3
1.05400e-06,-0.02,0.5
1.05500e-06,-0.02,0.3
1.05600e-06,-0.02,0.3
1.05700e-06,-0.02,0.3
1.05800e-06,-0.06,0.3
1.05900e-06,-0.02,0.3
1.06000e-06,-0.06,0.3
1.06100e-06,0.02,0.3
1.06200e-06,-0.02,0.3
1.06300e-06,0.02,0.3
1.06400e-06,-0.02,0.3
1.06500e-06,-0.02,0.3
1.06600e-06,-0.02,0.3
1.06700e-06,-0.02,0.3
1.06800e-06,-0.02,0.3
1.06900e-06,-0.02,0.3
1.07000e-06,-0.02,0.3
1.07100e-06,0.02,0.3
1.07200e-06,-0.02,0.3
1.07300e-06,-0.02,0.3
1.07400e-06,-0.02,0.3
1.07500e-06,-0.02,0.3
1.07600e-06,-0.02,0.5
1.07700e-06,-0.02,0.3
1.07800e-06,-0.02,0.5
1.07900e-06,0.02,0.3
1.08000e-06,-0.02,0.5
1.08100e-06,-0.02,0.5
1.08200e-06,-0.02,0.3
1.08300e-06,-0.02,0.3
1.08400e-06,-0.02,0.3
1.08500e-06,-0.02,0.3
1.08600e-06,-0.02,0.3
1.08700e-06,0.02,0.3
1.08800e-06,-0.02,0.3
1.08900e-06,0.02,0.3
1.09000e-06,-0.02,0.3
1.09100e-06,0.02,0.3
1.09200e-06,-0.02,0.3
1.09300e-06,0.02,0.3
1.09400e-06,-0.02,0.5
1.09500e-06,0.02,0.5
1.09600e-06,-0.02,0.3
1.09700e-06,-0.02,0.3
1.09800e-06,-0.02,0.3
1.09900e-06,-0.02,0.5
1.10000e-06,-0.02,0.3
1.10100e-06,-0.02,0.3
1.10200e-06,-0.02,0.3
1.10300e-06,0.02,0.3
1.10400e-06,-0.02,0.3
1.10500e-06,-0.02,0.3
1.10600e-06,-0.02,0.5
1.10700e-06,-0.02,0.5
1.10800e-06,-0.02,0.5
1.10900e-06,-0.02,0.3
1.11000e-06,-0.02,0.3
1.11100e-06,-0.02,0.3
1.11200e-06,0.02,0.3
1.11300e-06,-0.02,0.3
1.11400e-06,-0.02,0.5
1.11500e-06,-0.02,0.3
1.11600e-06,-0.02,0.3
1.11700e-06,-0.02,0.3
1.11800e-06,-0.02,0.3
1.11900e-06,0.02,0.3
1.12000e-06,-0.02,0.3
1.12100e-06,0.02,0.3
1.12200e-06,-0.02,0.5
1.12300e-06,0.02,0.3
1.12400e-06,-0.02,0.3
1.12500e-06,-0.02,0.3
1.12600e-06,-0.02,0.5
1.12700e-06,-0.02,0.3
1.12800e-06,-0.06,0.5
1.12900e-06,-0.02,0.3
1.13000e-06,-0.02,0.3
1.13100e-06,0.02,0.3
1.13200e-06,-0.02,0.5
1.13300e-06,0.02,0.3
1.13400e-06,-0.02,0.5
1.13500e-06,-0.02,0.3
1.13600e-06,-0.02,0.3
1.13700e-06,-0.02,0.5
1.13800e-06,-0.02,0.5
1.13900e-06,-0.02,0.5
1.14000e-06,-0.02,0.3
1.14100e-06,-0.02,0.3
1.14200e-06,-0.02,0.3
1.14300e-06,0.02,0.3
1.14400e-06,0.02,0.3
1.14500e-06,0.02,0.3
1.14600e-06,0.02,0.3
1.14700e-06,0.02,0.3
1.14800e-06,-0.02,0.3
1.14900e-06,-0.02,0.3
1.15000e-06,-0.02,0.3
1.15100e-06,-0.02,0.3
1.15200e-06,-0.02,0.3
1.15300e-06,-0.02,0.3
1.15400e-06,-0.02,0.5
1.15500e-06,-0.02,0.3
1.15600e-06,-0.02,0.5
1.15700e-06,0.02,0.3
1.15800e-06,-0.02,0.3
1.15900e-06,0.02,0.3
1.16000e-06,-0.02,0.3
1.16100e-06,0.02,0.3
1.16200e-06,-0.02,0.3
1.16300e-06,0.02,0.3
1.16400e-06,-0.02,0.5
1.16500e-06,0.02,0.3
1.16600e-06,-0.02,0.5
1.16700e-06,0.02,0.3
1.16800e-06,-0.02,0.3
1.16900e-06,0.02,0.3
1.17000e-06,-0.02,0.5
1.17100e-06,0.02,0.3
1.17200e-06,-0.02,0.5
1.17300e-06,-0.02,0.3
1.17400e-06,-0.02,0.5
1.17500e-06,0.02,0.3
1.17600e-06,-0.02,0.5
1.17700e-06,0.02,0.5
1.17800e-06,-0.02,0.5
1.17900e-06,0.02,0.3
1.18000e-06,-0.02,0.3
1.18100e-06,-0.02,0.3
1.18200e-06,-0.02,0.3
1.18300e-06,0.02,0.3
1.18400e-06,-0.02,0.3
1.18500e-06,0.02,0.3
1.18600e-06,-0.02,0.3
1.18700e-06,-0.02,0.3
1.18800e-06,-0.02,0.3
1.18900e-06,-0.02,0.3
1.19000e-06,-0.02,0.5
1.19100e-06,-0.02,0.3
1.19200e-06,-0.02,0.3
1.19300e-06,0.02,0.3
1.19400e-06,-0.02,0.3
1.19500e-06,0.02,0.3
1.19600e-06,-0.02,0.3
1.19700e-06,0.02,0.3
1.19800e-06,-0.02,0.3
1.19900e-06,0.02,0.3
1.20000e-06,-0.02,0.3
1.20100e-06,-0.02,0.3
1.20200e-06,-0.02,0.3
1.20300e-06,0.02,0.3
1.20400e-06,-0.02,0.5
1.20500e-06,-0.02,0.3
1.20600e-06,-0.02,0.5
1.20700e-06,0.02,0.3
1.20800e-06,-0.02,0.3
1.20900e-06,0.02,0.3
1.21000e-06,-0.02,0.3
1.21100e-06,-0.02,0.3
1.21200e-06,-0.02,0.3
1.21300e-06,-0.02,0.3
1.21400e-06,-0.02,0.3
1.21500e-06,-0.02,0.3
1.21600e-06,-0.02,0.5
1.21700e-06,-0.02,0.3
1.21800e-06,-0.02,0.5
1.21900e-06,-0.02,0.3
1.22000e-06,-0.02,0.3
1.22100e-06,-0.02,0.3
1.22200e-06,-0.02,0.3
1.22300e-06,-0.02,0.3
1.22400e-06,-0.02,0.3
1.22500e-06,-0.02,0.3
1.22600e-06,-0.02,0.3
1.22700e-06,-0.02,0.3
1.22800e-06,-0.02,0.3
1.22900e-06,-0.02,0.3
1.23000e-06,0.02,0.3
1.23100e-06,0.02,0.3
1.23200e-06,-0.02,0.3
1.23300e-06,0.02,0.5
1.23400e-06,-0.02,0.5
1.23500e-06,-0.02,0.5
1.23600e-06,-0.02,0.5
1.23700e-06,-0.02,0.5
1.23800e-06,-0.02,0.5
1.23900e-06,-0.02,0.3
1.24000e-06,-0.02,0.5
1.24100e-06,-0.02,0.3
1.24200e-06,-0.02,0.3
1.24300e-06,0.02,0.3
1.24400e-06,-0.02,0.3
1.24500e-06,0.02,0.3
1.24600e-06,-0.02,0.3
1.24700e-06,0.02,0.3
1.24800e-06,-0.02,0.3
1.24900e-06,0.02,0.3
1.25000e-06,-0.02,0.3
1.25100e-06,0.02,0.3
1.25200e-06,-0.02,0.5
1.25300e-06,0.02,0.5
1.25400e-06,-0.02,0.5
1.25500e-06,-0.02,0.3
1.25600e-06,-0.02,0.5
1.25700e-06,0.02,0.3
1.25800e-06,-0.02,0.3
1.25900e-06,0.02,0.3
1.26000e-06,-0.02,0.3
1.26100e-06,0.02,0.3
1.26200e-06,-0.02,0.3
1.26300e-06,-0.02,0.3
1.26400e-06,-0.02,0.5
1.26500e-06,0.02,0.3
1.26600e-06,-0.02,0.5
1.26700e-06,-0.02,0.3
1.26800e-06,-0.02,0.3
1.26900e-06,-0.02,0.3
1.27000e-06,-0.06,0.5
1.27100e-06,0.02,0.3
1.27200e-06,-0.02,0.5
1.27300e-06,0.02,0.3
1.27400e-06,-0.02,0.3
1.27500e-06,0.02,0.3
1.27600e-06,-0.02,0.3
1.27700e-06,0.02,0.3
1.27800e-06,-0.02,0.3
1.27900e-06,0.02,0.3
1.28000e-06,-0.02,0.3
1.28100e-06,0.02,0.3
1.28200e-06,-0.02,0.3
1.28300e-06,-0.02,0.3
1.28400e-06,-0.02,0.3
1.28500e-06,0.02,0.3
1.28600e-06,-0.02,0.3
1.28700e-06,0.02,0.3
1.28800e-06,-0.02,0.3
1.28900e-06,0.02,0.3
1.29000e-06,-0.02,0.3
1.29100e-06,-0.02,0.3
1.29200e-06,-0.02,0.3
1.29300e-06,-0.02,0.5
1.29400e-06,-0.02,0.3
1.29500e-06,0.02,0.5
1.29600e-06,-0.02,0.5
1.29700e-06,-0.02,0.3
1.29800e-06,-0.02,0.5
1.29900e-06,0.02,0.3

